data_time,latitude4,longitude4,elevation4,wind_speed4,wind_direction4,nacelle_position4,title_of_turbine4,production4
2018-01-01 00:00:00,52.398781,-0.94115,146.313,12.22093677520752,254.59432983398438,261.8779296874999,Kelmarsh 4,2051.2841796875
2018-01-01 01:00:00,52.398781,-0.94115,146.313,10.421655654907227,244.92205810546872,249.8047180175781,Kelmarsh 4,2037.37890625
2018-01-01 02:00:00,52.398781,-0.94115,146.313,10.775662422180176,224.52481079101562,229.4972534179687,Kelmarsh 4,2057.7822265625
2018-01-01 03:00:00,52.398781,-0.94115,146.313,10.574488639831543,220.2558135986328,221.26803588867185,Kelmarsh 4,2051.981689453125
2018-01-01 04:00:00,52.398781,-0.94115,146.313,10.792991638183594,227.01968383789065,230.0485534667968,Kelmarsh 4,2048.05859375
2018-01-01 05:00:00,52.398781,-0.94115,146.313,9.177976608276367,222.85491943359375,221.26803588867185,Kelmarsh 4,1980.3515625
2018-01-01 06:00:00,52.398781,-0.94115,146.313,10.399065971374512,226.89407348632812,228.95098876953125,Kelmarsh 4,1848.98291015625
2018-01-01 07:00:00,52.398781,-0.94115,146.313,10.906585693359375,217.08146667480463,208.09725952148432,Kelmarsh 4,2034.5281982421875
2018-01-01 08:00:00,52.398781,-0.94115,146.313,8.023517608642578,204.15095520019528,208.09725952148432,Kelmarsh 4,2051.458740234375
2018-01-01 09:00:00,52.398781,-0.94115,146.313,7.277398109436035,211.22666931152338,208.09725952148432,Kelmarsh 4,2041.3179931640625
2018-01-01 10:00:00,52.398781,-0.94115,146.313,7.196019649505615,208.4632720947265,208.09725952148432,Kelmarsh 4,1962.9425048828125
2018-01-01 11:00:00,52.398781,-0.94115,146.313,6.778567790985107,227.58796691894526,218.88951110839844,Kelmarsh 4,1951.4613037109375
2018-01-01 12:00:00,52.398781,-0.94115,146.313,7.284058094024658,244.91195678710926,241.024200439453,Kelmarsh 4,2007.75341796875
2018-01-01 13:00:00,52.398781,-0.94115,146.313,7.101571559906006,252.10926818847656,253.097412109375,Kelmarsh 4,1984.939453125
2018-01-01 14:00:00,52.398781,-0.94115,146.313,5.64748477935791,258.4473876953125,253.097412109375,Kelmarsh 4,2052.314208984375
2018-01-01 15:00:00,52.398781,-0.94115,146.313,8.278169631958008,249.9748077392578,249.8047180175781,Kelmarsh 4,1629.1585693359375
2018-01-01 16:00:00,52.398781,-0.94115,146.313,9.231374740600586,244.60987854003906,249.8047180175781,Kelmarsh 4,1901.6175537109375
2018-01-01 17:00:00,52.398781,-0.94115,146.313,10.135772705078125,257.39306640625,249.8047180175781,Kelmarsh 4,2015.361572265625
2018-01-01 18:00:00,52.398781,-0.94115,146.313,11.172916412353516,272.55505371093744,275.0487060546875,Kelmarsh 4,2033.9107666015625
2018-01-01 19:00:00,52.398781,-0.94115,146.313,12.980501174926758,278.5697937011719,279.6595764160156,Kelmarsh 4,2005.1588134765625
2018-01-01 20:00:00,52.398781,-0.94115,146.313,10.161040306091309,290.2095642089844,302.4878234863281,Kelmarsh 4,2038.4027099609375
2018-01-01 21:00:00,52.398781,-0.94115,146.313,10.556867599487305,293.4842834472656,298.5398864746094,Kelmarsh 4,2039.995361328125
2018-01-01 22:00:00,52.398781,-0.94115,146.313,8.35024356842041,279.0227355957031,286.02435302734375,Kelmarsh 4,2035.7105712890625
2018-01-01 23:00:00,52.398781,-0.94115,146.313,10.880509376525879,275.7039489746094,272.85357666015625,Kelmarsh 4,1981.0809326171875
2018-01-02 00:00:00,52.398781,-0.94115,146.313,9.200113296508789,270.46041870117176,264.7568359375,Kelmarsh 4,1868.3092041015625
2018-01-02 01:00:00,52.398781,-0.94115,146.313,8.688470840454102,265.42376708984375,266.2681884765625,Kelmarsh 4,1820.37158203125
2018-01-02 02:00:00,52.398781,-0.94115,146.313,10.3438081741333,266.5576782226562,266.2681884765625,Kelmarsh 4,1296.0126953125
2018-01-02 03:00:00,52.398781,-0.94115,146.313,9.382989883422852,259.90167236328125,266.2681884765625,Kelmarsh 4,1022.5042724609375
2018-01-02 04:00:00,52.398781,-0.94115,146.313,9.517571449279785,258.7862548828125,262.82379150390625,Kelmarsh 4,1177.0587158203125
2018-01-02 05:00:00,52.398781,-0.94115,146.313,6.257852554321289,242.9958953857421,251.99984741210938,Kelmarsh 4,1692.881103515625
2018-01-02 06:00:00,52.398781,-0.94115,146.313,7.9012837409973145,235.28204345703125,232.94137573242188,Kelmarsh 4,1960.434326171875
2018-01-02 07:00:00,52.398781,-0.94115,146.313,7.26763391494751,234.14036560058594,241.024200439453,Kelmarsh 4,1643.1339111328125
2018-01-02 08:00:00,52.398781,-0.94115,146.313,7.153047561645508,208.85105895996088,212.2341766357422,Kelmarsh 4,1721.244873046875
2018-01-02 09:00:00,52.398781,-0.94115,146.313,8.448673248291016,211.98133850097656,219.0729064941406,Kelmarsh 4,1460.622802734375
2018-01-02 10:00:00,52.398781,-0.94115,146.313,5.829541206359863,191.12266540527344,185.0484008789062,Kelmarsh 4,1677.2091064453125
2018-01-02 11:00:00,52.398781,-0.94115,146.313,7.016668796539307,177.65660095214844,185.0484008789062,Kelmarsh 4,1923.248046875
2018-01-02 12:00:00,52.398781,-0.94115,146.313,7.5697760581970215,162.48838806152344,169.6824951171875,Kelmarsh 4,1038.2733154296875
2018-01-02 13:00:00,52.398781,-0.94115,146.313,8.335142135620117,181.186767578125,181.82377624511713,Kelmarsh 4,1409.467041015625
2018-01-02 14:00:00,52.398781,-0.94115,146.313,9.605353355407715,217.422378540039,210.52340698242185,Kelmarsh 4,1684.791748046875
2018-01-02 15:00:00,52.398781,-0.94115,146.313,11.511338233947754,245.6834716796875,238.8290710449218,Kelmarsh 4,1791.307861328125
2018-01-02 16:00:00,52.398781,-0.94115,146.313,9.608579635620117,248.0129852294922,247.60958862304685,Kelmarsh 4,1827.0989990234375
2018-01-02 17:00:00,52.398781,-0.94115,146.313,10.356453895568848,236.63902282714835,234.43881225585938,Kelmarsh 4,2004.135009765625
2018-01-02 18:00:00,52.398781,-0.94115,146.313,9.460835456848145,221.58116149902338,218.89880371093747,Kelmarsh 4,1814.56787109375
2018-01-02 19:00:00,52.398781,-0.94115,146.313,9.855042457580566,209.32276916503906,205.90213012695307,Kelmarsh 4,1731.505126953125
2018-01-02 20:00:00,52.398781,-0.94115,146.313,11.773369789123535,196.0212249755859,205.90213012695307,Kelmarsh 4,1679.3907470703125
2018-01-02 21:00:00,52.398781,-0.94115,146.313,13.606093406677246,196.24304199218744,198.21917724609372,Kelmarsh 4,1786.4500732421875
